#{"t_start": 1585925231.215345, "env_id": "SoftReacher-v0"}
r,l,t
-98.570026,7,6810.95795
-41.692948,2,6811.068078
-97.679302,5,6811.446502
-71.046678,9,6811.992723
-34.797676,2,6812.09294
-34.160839,3,6812.303751
-28.954024,4,6812.608399
-43.511305,2,6812.739125
-24.403084,5,6813.124679
-27.05382,2,6813.259558
-48.150455,3,6813.480003
-68.71024,9,6814.068218
-75.121243,7,6814.509345
-12.733642,1,6814.590229
-26.098536,5,6814.978439
-20.08892,1,6815.011968
-33.667022,2,6815.199155
-39.779722,2,6815.345461
-30.69465,2,6815.461009
-23.496536,2,6815.642479
-19.744837,1,6815.694479
-49.59516,8,6816.294701
-6.460798,3,6816.539791
-82.029798,5,6816.818491
-16.891672,1,6816.87379
-11.772274,1,6816.936542
-43.693337,2,6817.087962
-9.64074,3,6817.254879
-115.968057,8,6817.861634
-35.482606,2,6818.015681
-78.06336,7,6818.563104
-86.068648,5,6818.89995
-104.367729,8,6819.507057
-6.868581,1,6819.597581
-16.596208,1,6819.651791
-18.584909,2,6819.768701
-83.73139,10,6820.56521
-79.688562,4,6820.828487
-19.867848,3,6821.054508
-76.961648,10,6821.832857
-61.167205,3,6822.062659
-193.821804,13,6822.993659
-5.187286,3,6823.205999
-19.907451,1,6823.281943
-59.593331,3,6823.512006
-62.190435,3,6823.676477
-21.540058,1,6823.731649
-38.406564,5,6823.987758
-39.500846,3,6824.179681
-23.65465,4,6824.486635
-66.639019,3,6824.735829
-87.029545,4,6824.959614
-13.819453,1,6825.014107
-41.029691,2,6825.166261
-40.43466,5,6825.455216
-6.574294,1,6825.507711
-72.509094,8,6825.953883
-31.428259,5,6826.231692
-11.568268,1,6826.306005
-59.60323,3,6826.469769
-59.203318,10,6827.270177
-124.42424,8,6827.772442
-79.92456,4,6827.989039
-10.493981,1,6828.04245
-115.437188,8,6828.666154
-62.481482,3,6828.826748
-26.602573,2,6828.931141
-63.286049,4,6829.103736
-67.9236,8,6829.649122
-47.490534,6,6829.968645
-102.074342,11,6830.600591
-102.271149,5,6830.933665
-36.733381,3,6831.107739
-110.121493,7,6831.508328
-29.265559,2,6831.622195
-30.97527,4,6831.845571
-20.658792,1,6831.925001
-87.952253,4,6832.277149
-62.747765,3,6832.464906
-65.087405,3,6832.632388
-124.05198,6,6833.064502
-6.070015,4,6833.293942
-10.779502,3,6833.539586
-108.454539,5,6833.813086
-46.841691,5,6834.102009
-28.693105,6,6834.435724
-67.933984,5,6834.706766
-14.464119,1,6834.760595
-57.127823,3,6834.928223
-107.154193,7,6835.334403
-60.416849,7,6835.804092
-16.105075,1,6835.863801
-98.098343,5,6836.241228
-65.612743,8,6836.768414
-8.873552,1,6836.821759
-16.841792,1,6836.895154
-28.213492,2,6836.999615
-30.46137,5,6837.27054
-54.396667,5,6837.566749
-19.904223,1,6837.628626
-16.551038,1,6837.68207
-91.200767,5,6837.984742
-110.190573,6,6838.437809
-107.995853,8,6838.98777
-115.734098,6,6839.44866
-19.391779,1,6839.521676
-79.743243,8,6839.993724
-74.548391,4,6840.324321
-18.57875,1,6840.380033
-82.771553,4,6840.657989
-54.768841,10,6841.43527
-86.622617,4,6841.655181
-8.014772,1,6841.726844
-76.503282,9,6842.413668
-13.006056,3,6842.574494
-33.273351,3,6842.748222
-4.528819,1,6842.802684
-59.761995,6,6843.284502
-93.614812,5,6843.681311
-47.529152,3,6843.843416
-21.462104,1,6843.907841
-10.615572,1,6843.961307
-67.306672,4,6844.270666
-54.740257,4,6844.488774
-48.858285,3,6844.675703
-79.047611,4,6844.88951
-38.031989,2,6844.995677
-38.915991,2,6845.0873
-20.976752,1,6845.166338
-62.459969,5,6845.461865
-6.38616,2,6845.564319
-106.718703,5,6845.868032
-15.766297,3,6846.031966
-19.39445,4,6846.213039
-5.558093,2,6846.324492
-34.554247,4,6846.518598
-57.84376,3,6846.66466
-5.114457,3,6846.830253
-41.363898,3,6847.002085
-10.490125,2,6847.117435
-80.282076,5,6847.457219
-8.922367,1,6847.508793
-43.502935,2,6847.613497
-5.277345,1,6847.69162
-51.955747,9,6848.396849
-24.500425,7,6848.779118
-14.587175,1,6848.830436
-10.057955,2,6848.943359
-82.644737,6,6849.269556
-38.806293,4,6849.508539
-9.037637,1,6849.564464
-61.49135,4,6849.779108
-6.756647,1,6849.841934
-58.030017,8,6850.353607
-106.455346,10,6851.024365
-18.23498,6,6851.475302
-51.355517,3,6851.665438
-41.197044,4,6851.887665
-14.867077,5,6852.272816
-23.653786,6,6852.749924
-130.030851,6,6853.117954
-72.997183,4,6853.380099
-108.43992,5,6853.662692
-84.040198,7,6854.178061
-99.094169,9,6854.872485
-44.979362,2,6854.983704
-61.460612,8,6855.501034
-51.193086,5,6855.781298
-68.291675,3,6855.972499
-13.389065,3,6856.164371
-86.732518,8,6856.707445
-21.783911,1,6856.76276
-21.388978,5,6857.165651
-98.874934,5,6857.545599
-48.546554,5,6857.853831
-20.046382,1,6857.890178
-49.135396,3,6858.08684
-102.728119,6,6858.573493
-34.723031,2,6858.684937
-58.310966,3,6858.90931
-79.382099,4,6859.134472
-55.529051,3,6859.293078
-21.044747,1,6859.344063
-126.106512,7,6859.779185
-66.20395,3,6859.91732
-26.149019,22,6861.483891
-10.911019,1,6861.540035
-6.806029,1,6861.594894
-155.143644,10,6862.167662
-9.959889,3,6862.343022
-36.721583,6,6862.810875
-45.730739,10,6863.383276
-16.67689,1,6863.442917
-12.586869,2,6863.555357
-36.009099,2,6863.698976
-46.925296,4,6863.920155
-99.308441,12,6864.765211
-15.931176,1,6864.815049
-82.895569,4,6865.142213
-49.956977,3,6865.360333
-66.594294,8,6865.988984
-84.158809,11,6866.822434
-119.568568,11,6867.658627
-95.923082,6,6868.154168
-126.713047,8,6868.648703
-80.255741,6,6869.156182
-61.517447,4,6869.382875
-71.049752,7,6869.904503
-35.11079,4,6870.121505
-37.551109,2,6870.256387
-79.782519,12,6871.220133
-18.412065,5,6871.586838
-25.995924,2,6871.693439
-57.901861,6,6872.151399
-164.243943,8,6872.66346
-41.367529,3,6872.891296
-36.73627,2,6873.045172
-17.908515,1,6873.097468
-41.604674,7,6873.546343
-42.412178,5,6873.869031
-10.722281,3,6874.042224
-19.433142,1,6874.096139
-40.990316,2,6874.21268
-68.8457,10,6874.986339
-85.73101,7,6875.54209
-38.443014,5,6875.939117
-85.384053,4,6876.156683
-9.93368,3,6876.320623
-8.998946,3,6876.489176
-9.560202,4,6876.705835
-64.833643,3,6876.932892
-24.191104,9,6877.424694
-100.019713,5,6877.69047
-22.271734,1,6877.740457
-18.018746,1,6877.807387
-29.735242,2,6877.957633
-10.546374,1,6878.027014
-94.758797,5,6878.29553
-17.072778,2,6878.40529
-86.776993,11,6879.27144
-76.638042,6,6879.597977
-5.948624,1,6879.657227
-61.252311,3,6879.845244
-22.822838,6,6880.194193
-15.953771,2,6880.326471
-45.717538,4,6880.575379
-4.223197,1,6880.629479
-35.130966,4,6880.848063
-81.533265,7,6881.298946
-78.61968,5,6881.684904
-52.614166,5,6882.050866
-54.002836,3,6882.17487
-27.684939,7,6882.650586
-17.496299,1,6882.705082
-3.684798,1,6882.741672
-63.021729,4,6883.064271
-25.579803,2,6883.171843
-13.725473,1,6883.246269
-76.729779,5,6883.522168
-16.300256,2,6883.639469
-7.065947,2,6883.750325
-20.253534,4,6883.973605
-44.106025,6,6884.30969
-120.265149,6,6884.749202
-30.866681,6,6885.119005
-64.326462,3,6885.287269
-25.015274,5,6885.577873
-42.651893,2,6885.692651
-62.853447,8,6886.129064
-42.333776,2,6886.285451
-20.432692,2,6886.3955
-14.807228,1,6886.457049
-142.139993,7,6886.909496
-44.000615,2,6887.046496
-198.438173,14,6887.943462
-122.073487,8,6888.398014
-21.520188,2,6888.482693
-17.369166,1,6888.536869
-53.739149,9,6889.075052
-92.812533,12,6889.79284
-27.91878,4,6890.014709
-37.885981,3,6890.188308
-30.122243,4,6890.412106
-17.369489,1,6890.470015
-17.223108,1,6890.5441
-24.998362,2,6890.693231
-40.417762,2,6890.844734
-19.582363,1,6890.901845
-16.18684,1,6890.973293
-64.147775,3,6891.13622
-17.949536,5,6891.387532
-5.667128,1,6891.467062
-15.594372,1,6891.521999
-11.912411,1,6891.602187
-21.116303,1,6891.658331
-13.671395,3,6891.802252
-58.480374,5,6892.216099
-0.977147,2,6892.323224
-59.804365,3,6892.601666
-42.31823,2,6892.693791
-69.013512,4,6892.990295
-50.225071,9,6893.520309
-108.867906,5,6893.812859
-66.743642,10,6894.397794
-35.770547,2,6894.538972
-50.081811,3,6894.702181
-37.381455,2,6894.828026
-33.202311,2,6894.982359
-79.534091,5,6895.269974
-50.869126,4,6895.487987
-31.865698,3,6895.734477
-25.842458,2,6895.840294
-102.770939,12,6896.596352
-82.569523,4,6896.874336
-16.972616,1,6896.935637
-27.609803,7,6897.379601
-76.148112,5,6897.65269
-26.398288,4,6897.981561
-28.776524,4,6898.293772
-39.726927,8,6898.840548
-34.891914,5,6899.118172
-103.595706,5,6899.396816
-1.631627,2,6899.515736
-77.461055,5,6899.8756
-84.440071,5,6900.283418
-34.375362,5,6900.669926
-70.612083,5,6901.070328
-42.769843,4,6901.291766
-20.942824,1,6901.343742
-89.69722,4,6901.583707
-105.989793,5,6901.953697
-82.254345,4,6902.212953
-62.872419,8,6902.814998
-29.341766,2,6902.983415
-27.550609,2,6903.088965
-14.719025,1,6903.189464
-42.122799,2,6903.314936
-170.20377,15,6904.287446
-30.689323,2,6904.4497
-78.595927,6,6904.778448
-146.917102,13,6905.770094
-42.514695,6,6906.249366
-25.749212,2,6906.357109
-128.421951,6,6906.724803
-102.400644,11,6907.313488
-14.896071,1,6907.368716
-119.318375,11,6908.073173
-72.660894,8,6908.681632
-35.390832,5,6909.034462
-64.403102,4,6909.31941
-18.436666,1,6909.38222
-11.101098,2,6909.50255
-95.093211,7,6909.975425
-39.642676,3,6910.145583
-110.794048,12,6911.050129
-45.023264,6,6911.37014
-57.572287,5,6911.777782
-41.974755,2,6911.90424
-21.137758,1,6911.961789
-17.958738,3,6912.132409
-7.061841,1,6912.18759
-6.443588,2,6912.300214
-75.510785,4,6912.480975
-34.252199,2,6912.649801
-4.30416,1,6912.707063
-10.067137,4,6912.914811
-48.271415,4,6913.088539
-53.961221,8,6913.603684
-13.51428,2,6913.711048
-149.026961,12,6914.498547
-69.61223,5,6914.875256
-28.100925,4,6915.095623
-132.388666,17,6916.399593
-54.527142,3,6916.605339
-40.03613,2,6916.71876
-105.919421,5,6917.002033
-15.591401,1,6917.054173
-30.648307,7,6917.446064
-14.588217,1,6917.508652
-36.896838,3,6917.738909
-109.053737,6,6918.175351
-14.990903,1,6918.232309
-59.403893,4,6918.453353
-38.622027,6,6918.864455
-68.540341,4,6919.149943
-122.465107,6,6919.526442
-54.152231,7,6919.913324
-14.088535,1,6919.991785
-139.48972,14,6920.95218
-17.038983,1,6921.007287
-4.510299,2,6921.112271
-21.349123,1,6921.163772
-14.487724,3,6921.37584
-100.942119,5,6921.76001
-79.031432,11,6922.525093
-36.145432,4,6922.748693
-34.190041,4,6922.987378
-51.220875,5,6923.311507
-86.733776,4,6923.552302
-127.688011,7,6923.948092
-21.080049,1,6924.031212
-16.48526,2,6924.118495
-90.462781,5,6924.474955
-6.443409,3,6924.644886
-135.120026,7,6925.132697
-85.449777,4,6925.376133
-119.545471,6,6925.722088
-32.890744,5,6926.037555
-91.584752,10,6926.809907
-86.683166,4,6927.022428
-19.991155,2,6927.172767
-40.62188,2,6927.260672
-10.768083,4,6927.588873
-56.036272,10,6928.377803
-47.295094,6,6928.799768
-63.867274,4,6929.104355
-24.303024,5,6929.403096
-65.860935,6,6929.736413
-95.583062,6,6930.071356
-152.110728,9,6930.666995
-19.42604,1,6930.748258
-54.609002,3,6930.957894
-13.120372,1,6931.012321
-76.492162,8,6931.522513
-51.955875,5,6931.825807
-109.589476,10,6932.532643
-18.366073,1,6932.589272
-122.969297,8,6933.185788
-10.78446,1,6933.264186
-6.005238,1,6933.321634
-37.156925,6,6933.691036
-70.13484,6,6934.06088
-20.726123,1,6934.119311
-87.00695,4,6934.379648
-118.550146,15,6935.35828
-4.432,1,6935.411719
-5.402673,2,6935.520794
-36.188334,3,6935.686944
-37.15896,2,6935.77543
-11.693155,1,6935.855518
-29.262198,4,6936.080882
-38.051667,2,6936.229894
-31.48703,4,6936.406874
-64.810824,3,6936.633163
-68.742965,4,6936.848588
-26.942985,2,6936.979568
-31.772599,2,6937.120648
-16.244083,2,6937.259606
-95.028833,10,6938.005591
-3.490463,1,6938.054616
-23.501302,3,6938.212304
-36.731289,3,6938.384944
-30.670141,2,6938.498738
-46.459357,3,6938.652967
-9.95748,1,6938.692754
-49.556712,5,6938.958655
-128.295037,7,6939.443068
-77.25142,6,6939.802353
-5.174408,3,6939.976931
-73.921491,7,6940.562695
-96.109149,7,6940.957509
-42.273957,2,6941.068272
-30.967991,6,6941.397305
-37.425435,2,6941.58255
-123.091285,8,6942.196906
-90.308551,5,6942.523496
-13.491764,1,6942.601025
-30.586346,4,6942.818372
-1.030299,2,6942.981528
-57.611761,9,6943.571831
-44.34938,2,6943.676866
-54.478984,3,6943.913691
-36.813172,2,6944.020389
-28.072034,3,6944.192653
-3.82673,1,6944.244382
-125.856197,8,6944.701725
-58.411678,4,6944.926166
-85.645602,4,6945.139592
-67.301836,6,6945.512916
-31.744244,3,6945.675376
-57.401018,8,6946.322727
-16.300036,4,6946.564093
-10.774936,2,6946.716783
-150.956284,7,6947.121428
-39.420804,2,6947.200156
-136.909503,7,6947.651133
-24.086515,2,6947.804262
-14.232545,2,6947.887798
-42.341886,3,6948.111969
-68.43499,10,6948.789791
-75.57675,4,6949.012664
-41.717449,2,6949.173607
-93.056014,6,6949.60235
-18.071525,1,6949.657253
-35.028618,4,6949.868035
-44.247203,3,6950.03641
-25.794166,2,6950.145924
-43.774588,2,6950.296514
-41.862256,7,6950.724591
-81.958707,11,6951.523351
-37.690099,2,6951.695923
-20.021418,1,6951.77345
-41.576812,2,6951.917471
-34.68824,5,6952.205246
-47.495666,6,6952.551439
-85.911375,9,6953.225144
-3.772491,1,6953.280546
-37.263953,2,6953.408452
-97.648694,6,6953.877331
-6.002076,2,6954.022779
-116.612068,6,6954.512118
-82.133279,4,6954.73674
-21.387788,2,6954.850021
-114.857548,8,6955.494945
-42.33856,3,6955.724549
-18.572738,1,6955.777313
-4.290497,2,6955.889557
-67.9569,3,6956.07346
-73.482937,6,6956.454565
-21.934686,5,6956.7352
-107.02566,10,6957.3534
-19.998182,2,6957.48918
-110.71023,7,6957.89319
-68.652529,4,6958.222367
-48.19789,3,6958.389125
-5.435287,1,6958.442487
-61.781794,3,6958.613135
-18.718978,3,6958.786763
-34.816305,2,6958.919591
-104.6196,5,6959.238833
-85.508768,4,6959.461851
-147.780479,7,6959.905698
-54.438023,7,6960.333241
-109.817503,10,6961.091152
-16.702942,1,6961.169419
-20.461732,5,6961.457078
-26.98564,2,6961.604093
-35.151771,2,6961.70999
-134.141715,8,6962.193331
-105.893749,6,6962.603015
-18.33535,2,6962.715804
-64.369862,5,6962.987679
-4.707733,1,6963.036324
-88.091237,9,6963.664775
-105.442506,5,6963.955624
-124.7582,6,6964.320652
-80.810285,6,6964.780791
-25.819935,4,6965.009009
-63.042799,9,6965.517726
-102.486732,9,6966.204747
-8.220555,1,6966.283465
-102.706802,7,6966.7136
-20.197591,1,6966.787995
-8.642657,3,6966.95749
-17.650174,1,6967.063765
-13.451298,1,6967.123435
-42.551775,3,6967.267397
-20.085683,1,6967.324803
-39.146996,2,6967.430822
-52.521488,10,6968.205839
-17.985915,2,6968.380735
-96.656597,9,6968.876381
-72.289171,7,6969.302708
-113.656613,6,6969.786274
-13.373533,1,6969.837955
-124.707593,6,6970.226433
-91.355063,7,6970.613864
-13.545822,3,6970.753646
-52.444475,10,6971.301709
-48.149702,9,6971.887558
-36.680852,5,6972.322551
-51.200007,7,6972.767437
-41.795038,2,6972.926605
-39.492068,6,6973.276725
-63.31501,5,6973.552909
-24.805495,2,6973.669228
-70.364215,7,6974.101806
-51.172378,5,6974.378075
-18.332493,1,6974.433912
-37.340982,3,6974.610827
-56.192085,3,6974.775581
-41.359025,6,6975.090412
-13.428456,1,6975.159745
-101.301865,12,6975.833133
-20.471177,1,6975.884576
-8.380208,1,6975.958226
-19.375346,1,6976.011955
-58.073452,3,6976.184817
-14.525422,1,6976.260886
-12.968042,1,6976.346012
-20.313422,1,6976.402433
-47.578284,6,6976.737663
-51.250349,3,6976.904089
-18.29445,1,6976.959434
-84.85716,11,6977.663584
-38.892887,3,6977.849404
-50.315843,3,6978.12339
-37.355086,3,6978.3702
-28.527646,2,6978.546329
-31.582477,4,6978.760396
-30.710549,2,6978.862631
-15.875518,1,6978.919745
-52.583281,3,6979.092069
-22.58338,1,6979.145354
-62.458379,3,6979.312998
-69.612953,4,6979.603494
-49.231481,3,6979.804426
-18.679155,1,6979.871988
-38.683531,2,6980.020571
-4.842286,1,6980.057513
-20.237518,1,6980.113173
-79.391536,4,6980.33559
-44.948525,4,6980.593247
-62.724566,8,6981.073792
-29.552931,2,6981.185271
-40.415565,2,6981.338205
-42.028653,2,6981.483401
-115.013186,7,6982.028886
-40.634451,2,6982.219131
-22.290649,7,6982.76772
-122.319776,13,6983.535625
-35.176561,5,6983.814008
-14.844658,4,6984.03609
-79.684749,5,6984.43036
-93.45315,7,6984.836681
-87.518885,5,6985.183978
-41.931929,7,6985.573347
-43.616589,7,6985.995351
-2.47234,1,6986.069465
-134.675157,12,6986.898966
-9.732492,1,6986.931426
-45.420632,4,6987.229244
-69.948877,7,6987.646716
-21.045611,1,6987.722629
-108.240789,5,6988.005589
-73.958375,7,6988.462758
-31.21254,6,6988.937127
-125.337766,12,6989.791309
-25.418026,2,6989.936839
-50.44664,8,6990.440245
-41.351468,2,6990.607581
-29.097271,2,6990.76516
-32.892407,3,6990.94017
-48.807094,4,6991.164262
-35.233873,2,6991.321027
-37.417049,2,6991.471835
-41.94022,2,6991.579947
-60.601208,4,6991.88371
-6.652424,1,6991.963455
-65.913587,5,6992.34197
-42.039488,2,6992.451929
-72.379561,4,6992.686132
-79.639816,4,6992.906019
-4.366902,1,6992.956829
-60.621644,4,6993.178948
-21.143682,5,6993.470893
-118.864287,6,6993.838122
-44.469585,2,6993.911402
-20.548389,1,6993.967961
-57.03411,3,6994.097781
-64.099181,4,6994.41584
-89.138473,5,6994.717797
-15.327342,6,6995.100066
-29.012048,3,6995.286525
-16.196747,1,6995.343728
-105.746779,9,6995.855916
-114.278706,13,6996.805869
-98.292859,6,6997.307887
-103.412949,6,6997.669402
-88.406383,10,6998.269244
-49.512422,7,6998.806833
-11.239274,2,6998.92157
-43.053029,2,6999.076068
-10.4115,1,6999.149255
-3.567649,2,6999.254577
-81.370085,6,6999.685552
-116.730096,6,7000.036057
-64.785201,4,7000.36641
-118.869194,6,7000.846967
-10.414858,1,7000.907863
-88.272809,5,7001.186758
-49.936373,7,7001.596811
-64.206999,3,7001.82219
-124.110623,9,7002.488239
-31.655903,3,7002.622079
-94.469895,5,7002.917445
-134.735174,10,7003.476198
-143.444467,8,7004.123099
-2.70933,1,7004.156954
-27.743836,5,7004.438987
-13.01033,2,7004.604525
-10.34743,2,7004.775158
-158.184963,17,7006.016529
-81.311801,5,7006.308627
-22.399051,2,7006.433015
-123.382578,6,7006.784814
-138.544508,11,7007.584211
-99.072384,13,7008.483542
-17.290798,2,7008.59596
-29.533919,5,7008.886824
-84.402604,6,7009.232259
-120.346183,7,7009.802691
-8.976834,1,7009.874775
-34.970615,5,7010.263988
-42.224568,5,7010.65086
-16.078144,1,7010.711049
-13.63088,3,7010.871973
-4.558991,3,7011.096993
-8.590008,1,7011.14874
-5.425625,6,7011.482105
-62.692617,7,7012.049567
-12.082746,1,7012.135027
-127.455369,6,7012.507869
-123.479044,8,7012.96264
-4.772498,2,7013.079162
-51.284786,5,7013.357703
-32.905518,2,7013.456788
-14.650205,1,7013.51175
-35.342035,9,7014.089269
-20.440348,1,7014.187379
-108.884883,5,7014.501969
-24.679326,3,7014.669708
-52.408918,4,7014.89082
-54.461455,3,7015.128822
-17.86004,2,7015.2784
-16.568831,2,7015.443835
-11.452505,2,7015.61967
-38.124968,2,7015.721733
-74.745696,4,7015.942036
-14.106865,1,7015.976007
-117.716496,8,7016.572124
-20.375678,2,7016.72341
-15.224405,1,7016.774969
-34.248829,2,7016.882496
-20.214,1,7016.92436
-38.992303,6,7017.259883
-24.080638,2,7017.368464
-55.446407,9,7017.967684
-86.824907,4,7018.190243
-11.734881,2,7018.289296
-16.957322,2,7018.462881
-62.123885,7,7018.907898
-56.314165,3,7019.067391
-58.827003,3,7019.21939
-19.278093,2,7019.325972
-42.632338,2,7019.434495
-102.802159,5,7019.761849
-18.986958,1,7019.795628
-12.660232,2,7019.904553
-117.102804,7,7020.411292
-32.153467,10,7020.950302
-16.026554,1,7021.009495
-169.382865,15,7021.892355
-60.390191,3,7022.061638
-34.82651,8,7022.572487
-8.899396,1,7022.624903
-20.233598,1,7022.657665
-59.439025,7,7023.207765
-50.984524,7,7023.657146
-48.735676,8,7024.271952
-87.811953,6,7024.614353
-5.319578,3,7024.7821
-34.957857,7,7025.172638
-59.098712,3,7025.321026
-48.924557,7,7025.713854
-89.330635,6,7026.05087
-40.801148,2,7026.176848
-77.982722,4,7026.402355
-33.956971,2,7026.509694
-67.718719,4,7026.839604
-9.796668,4,7027.04293
-58.081337,3,7027.306058
-118.807003,7,7027.729165
-62.17978,5,7028.009679
-39.282913,7,7028.504513
-4.434435,1,7028.566175
-68.591148,9,7029.136773
-24.486878,2,7029.272293
-48.120274,3,7029.439219
-9.847253,1,7029.51749
-94.011243,5,7029.823724
-40.383348,7,7030.216904
-70.447324,10,7030.848052
-36.040757,2,7031.023788
-71.719815,5,7031.292113
-34.982156,2,7031.443409
-18.38022,1,7031.499605
-16.762596,1,7031.580082
-54.024265,5,7031.851711
-22.603559,1,7031.906448
-42.925329,2,7031.995032
-23.94266,2,7032.163183
-107.169007,5,7032.540487
-44.745753,3,7032.69331
-24.992984,2,7032.808471
-49.64981,3,7032.970207
-72.358438,5,7033.266016
-130.768827,7,7033.777305
-17.608547,1,7033.82989
-32.363715,2,7033.979838
-135.218317,11,7034.663502
-80.934593,9,7035.245463
-43.393406,9,7035.731699
-61.733314,4,7035.951647
-87.786764,4,7036.143021
-16.981919,1,7036.22419
-23.913711,5,7036.514945
-22.986716,2,7036.659914
-17.674626,2,7036.764953
-24.334609,2,7036.865417
-30.085492,2,7036.993904
-61.881125,3,7037.151675
-31.885346,3,7037.379882
-35.394855,7,7037.756074
-41.080479,2,7037.866557
-73.29538,4,7038.156961
-38.87854,8,7038.656267
-101.77592,5,7038.966656
-8.077115,3,7039.174069
-48.82058,3,7039.377658
-80.647793,6,7039.710217
-19.196626,1,7039.762992
-144.251916,8,7040.341933
-39.578293,2,7040.42841
-80.310738,7,7040.990793
-25.946026,4,7041.218146
-13.95822,2,7041.384136
-125.597256,6,7041.717555
-35.749414,3,7041.844133
-109.587022,12,7042.517048
-10.22822,1,7042.574492
-18.386173,4,7042.820344
-40.994706,2,7042.980412
-38.582454,2,7043.085101
-57.860031,3,7043.261585
-36.247588,5,7043.688536
-17.697589,1,7043.741694
-7.685816,1,7043.799279
-47.456177,7,7044.261591
-42.475566,9,7044.838883
-51.026046,3,7045.066626
-40.860486,2,7045.180351
-2.373573,1,7045.256445
-32.613195,16,7046.02551
-59.696807,4,7046.246053
-118.452049,11,7047.000255
-93.50901,7,7047.420407
-70.60599,4,7047.64988
-140.192773,7,7048.100023
-107.495981,7,7048.62139
-83.681533,10,7049.376254
-123.091237,9,7049.880525
-13.850769,1,7049.932852
-32.645212,2,7050.087098
-100.936154,5,7050.388324
-9.382796,1,7050.441665
-21.342884,3,7050.608853
-5.922704,1,7050.66335
-34.82372,4,7050.834793
-90.600456,10,7051.629314
-66.046927,9,7052.131384
-12.470576,1,7052.185561
-110.397332,13,7053.079794
-12.170893,1,7053.136056
-23.311546,2,7053.265403
-27.977127,3,7053.43462
-73.709466,6,7053.904171
-10.934571,1,7053.957336
-138.197795,7,7054.420803
-74.406851,8,7054.860658
-55.647044,3,7055.026558
-41.735883,4,7055.243198
-7.604498,1,7055.298536
-84.368485,4,7055.589824
-56.106062,8,7056.045572
-8.24549,1,7056.101242
-16.37391,2,7056.248502
-24.881489,4,7056.526445
-8.697854,1,7056.588353
-49.443748,4,7056.758659
-83.944529,4,7057.023865
-91.045058,13,7057.912913
-16.956085,3,7058.07604
-46.160659,6,7058.52971
-89.220018,6,7058.931043
-42.095359,7,7059.324043
-125.269333,6,7059.719692
-21.295916,1,7059.775628
-11.189354,1,7059.871685
-10.669659,1,7059.955053
-37.231927,2,7060.060395
-91.882431,8,7060.51547
-18.769144,1,7060.572875
-11.190567,1,7060.626194
-81.2321,4,7060.889801
-9.449777,2,7061.003773
-17.328238,5,7061.283828
-37.905395,5,7061.539297
-25.758797,3,7061.696786
-89.761816,7,7062.094632
-31.329328,3,7062.2609
-151.802247,9,7062.926819
-103.530648,11,7063.737859
-74.805026,12,7064.405425
-20.833545,1,7064.477684
-47.855242,3,7064.64949
-97.964426,9,7065.159994
-46.139255,4,7065.376568
-24.217199,2,7065.477773
-14.68547,5,7065.756801
-27.244745,3,7065.980855
-109.761719,12,7066.697151
-31.704632,7,7067.229961
-41.576933,2,7067.328899
-19.695871,3,7067.547876
-5.133006,3,7067.71321
-70.256193,10,7068.468784
-70.596772,4,7068.711048
-19.564621,5,7069.026787
-17.216866,3,7069.191499
-54.661913,4,7069.436381
-11.766065,1,7069.540231
-51.269421,3,7069.764257
-20.646115,2,7069.946436
-122.267082,6,7070.377323
-5.964863,2,7070.505343
-87.018414,4,7070.728971
-18.937731,1,7070.802644
-41.745364,2,7070.944963
-21.743551,1,7070.995244
-41.841394,2,7071.108386
-95.6565,17,7072.128392
-35.429528,2,7072.244748
-70.490742,7,7072.653455
-27.103474,3,7072.877224
-128.393773,8,7073.48701
-80.955177,6,7073.948736
-8.671607,1,7074.02197
-20.658602,1,7074.076642
-102.439179,12,7074.896513
-33.881424,4,7075.092585
-6.532208,1,7075.148543
-17.358205,1,7075.226785
-18.298393,4,7075.50229
-21.342825,1,7075.534767
-70.431925,4,7075.861363
-18.27399,1,7075.922094
-66.554855,5,7076.194854
-98.26731,5,7076.49373
-3.966224,2,7076.578524
-69.881358,5,7076.846713
-41.399348,3,7077.064845
-128.622946,8,7077.651762
-81.067584,8,7078.255384
-10.240041,3,7078.453318
-11.456347,1,7078.519271
-54.632637,3,7078.746439
-21.10671,1,7078.828363
-150.796122,7,7079.325041
-84.481374,4,7079.549174
-90.766564,6,7079.887565
-114.646275,7,7080.311955
-75.158287,4,7080.533481
-41.307303,8,7081.161181
-55.910039,4,7081.377762
-48.517079,3,7081.542696
-34.02744,3,7081.78658
-97.929541,6,7082.131722
-30.071603,3,7082.277346
-56.916193,7,7082.679156
-17.48855,1,7082.726942
-61.566467,3,7082.94431
-42.269981,2,7083.09065
-46.597903,8,7083.548502
-102.846391,6,7083.880912
-34.252248,2,7084.009346
-34.635523,3,7084.244524
-16.990464,1,7084.299929
-58.206357,3,7084.471449
-35.368269,2,7084.624696
-86.16173,4,7084.892395
-132.473127,13,7085.869295
-77.558396,4,7086.140459
-138.194417,7,7086.53693
-20.594202,1,7086.58983
-35.105392,2,7086.677335
-13.044233,1,7086.729194
-12.19608,1,7086.777859
-52.773128,3,7086.985604
-49.32334,3,7087.138111
-59.502125,3,7087.302338
-67.944205,9,7087.998227
-73.039584,4,7088.222323
-23.971762,2,7088.329896
-27.221632,3,7088.520932
-43.821583,9,7089.235476
-60.197177,6,7089.606044
